U.S. cigarettes: ad spend to sales ratio 2011-2015,,
Advertising spending as percent of sales in the cigarettes industry in the United States from 2011 to 2015,,
,,
2011,1.1,in %
2012,0.5,in %
2013,1,in %
2014,0.7,in %
2015*,0.7,in %
